ipv4_address_id,device_id,ipv4_address,ipv4_prefixlen,ipv4_type,ipv4_network_id,vrf_id,port_id,ifIndex,ipv4_network
35004,3730,192.168.88.1,24,private,727,,106574,8,192.168.88.0/24
35045,3737,192.168.88.1,24,private,727,,106707,8,192.168.88.0/24
35075,3746,192.168.88.1,24,private,727,,106860,8,192.168.88.0/24
35091,3591,192.168.88.1,24,private,727,,106914,8,192.168.88.0/24
35166,3769,192.168.88.1,24,private,727,,107238,13,192.168.88.0/24
35239,3777,192.168.88.1,24,private,727,,107566,7,192.168.88.0/24
35295,3783,192.168.88.1,24,private,727,,107761,8,192.168.88.0/24
35307,3786,192.168.88.1,24,private,727,,107802,13,192.168.88.0/24
35315,3787,192.168.88.1,24,private,727,,107853,8,192.168.88.0/24
35396,3793,192.168.88.1,24,private,727,,108037,12,192.168.88.0/24
35458,3796,192.168.88.1,24,private,727,,108309,8,192.168.88.0/24
35462,3797,192.168.88.1,24,private,727,,108330,8,192.168.88.0/24
35500,3802,192.168.88.1,24,private,727,,108422,8,192.168.88.0/24
35510,3805,192.168.88.1,24,private,727,,108474,7,192.168.88.0/24
35536,1385,192.168.88.1,24,private,727,,108638,6,192.168.88.0/24
35544,3813,192.168.88.1,24,private,727,,108690,8,192.168.88.0/24
35736,3877,192.168.88.1,24,private,727,,109832,8,192.168.88.0/24
35821,3880,192.168.88.1,24,private,727,,110109,8,192.168.88.0/24
35824,3881,192.168.88.1,24,private,727,,110128,8,192.168.88.0/24
35927,3889,192.168.88.1,24,private,727,,110531,8,192.168.88.0/24
35988,3891,192.168.88.1,24,private,727,,110672,8,192.168.88.0/24
35992,3886,192.168.88.1,24,private,727,,110364,8,192.168.88.0/24
35995,3893,192.168.88.1,24,private,727,,110710,8,192.168.88.0/24
36000,3895,192.168.88.1,24,private,727,,110739,7,192.168.88.0/24
36397,3898,192.168.88.1,24,private,727,,110985,11,192.168.88.0/24
36452,3905,192.168.88.1,24,private,727,,111157,8,192.168.88.0/24
36614,2144,192.168.88.1,24,private,727,,111548,8,192.168.88.0/24
37068,3924,192.168.88.1,24,private,727,,111702,8,192.168.88.0/24
37074,3926,192.168.88.1,24,private,727,,111719,7,192.168.88.0/24
37124,3930,192.168.88.1,24,private,727,,111870,8,192.168.88.0/24
37330,3798,192.168.88.1,24,private,727,,112114,8,192.168.88.0/24
37372,2771,192.168.88.1,24,private,727,,112223,13,192.168.88.0/24
37385,3940,192.168.88.1,24,private,727,,112284,8,192.168.88.0/24
37399,1460,192.168.88.1,24,private,727,,34207,4,192.168.88.0/24
37443,3943,192.168.88.1,24,private,727,,112529,13,192.168.88.0/24
37477,3946,192.168.88.1,24,private,727,,112624,8,192.168.88.0/24
37537,3951,192.168.88.1,24,private,727,,112784,8,192.168.88.0/24
37567,3955,192.168.88.1,24,private,727,,112855,8,192.168.88.0/24
37671,3962,192.168.88.1,24,private,727,,113200,8,192.168.88.0/24
37673,3963,192.168.88.1,24,private,727,,113209,8,192.168.88.0/24
37744,3973,192.168.88.1,24,private,727,,113431,8,192.168.88.0/24
37823,3978,192.168.88.1,24,private,727,,113689,7,192.168.88.0/24
37824,3979,192.168.88.1,24,private,727,,113703,13,192.168.88.0/24
37827,3980,192.168.88.1,24,private,727,,113720,8,192.168.88.0/24
37865,3984,192.168.88.1,24,private,727,,113857,7,192.168.88.0/24
38040,3990,192.168.88.1,24,private,727,,114203,8,192.168.88.0/24
38112,3999,192.168.88.1,24,private,727,,114400,8,192.168.88.0/24
38134,2635,192.168.88.1,24,private,727,,114430,9,192.168.88.0/24
38136,2663,192.168.88.1,24,private,727,,59659,13,192.168.88.0/24
38143,4000,192.168.88.1,24,private,727,,114475,8,192.168.88.0/24
38214,4008,192.168.88.1,24,private,727,,114713,8,192.168.88.0/24
38373,4014,192.168.88.1,24,private,727,,114824,12,192.168.88.0/24
38374,4015,192.168.88.1,24,private,727,,114831,6,192.168.88.0/24
38454,4024,192.168.88.1,24,private,727,,115052,8,192.168.88.0/24
38456,4025,192.168.88.1,24,private,727,,115064,8,192.168.88.0/24
38483,2221,192.168.88.1,24,private,727,,115110,6,192.168.88.0/24
38613,4041,192.168.88.1,24,private,727,,115463,8,192.168.88.0/24
39295,1454,192.168.88.1,24,private,727,,115572,7,192.168.88.0/24
39354,4048,192.168.88.1,24,private,727,,115931,8,192.168.88.0/24
39389,4056,192.168.88.1,24,private,727,,116050,8,192.168.88.0/24
39425,4057,192.168.88.1,24,private,727,,116129,12,192.168.88.0/24
39505,4064,192.168.88.1,24,private,727,,116333,8,192.168.88.0/24
39591,4068,192.168.88.1,24,private,727,,116482,8,192.168.88.0/24
39685,2140,192.168.88.1,24,private,727,,116592,12,192.168.88.0/24
39729,4073,192.168.88.1,24,private,727,,116722,3,192.168.88.0/24
39884,4078,192.168.88.1,24,private,727,,116921,5,192.168.88.0/24
39910,3803,192.168.88.1,24,private,727,,108438,13,192.168.88.0/24
39912,3079,192.168.88.1,24,private,727,,82068,12,192.168.88.0/24
40157,3685,192.168.88.1,24,private,727,,117336,13,192.168.88.0/24
40202,4099,192.168.88.1,24,private,727,,117529,8,192.168.88.0/24
40251,4105,192.168.88.1,24,private,727,,117677,7,192.168.88.0/24
40257,4106,192.168.88.1,24,private,727,,117689,8,192.168.88.0/24
40308,4108,192.168.88.1,24,private,727,,117787,8,192.168.88.0/24
40310,4109,192.168.88.1,24,private,727,,117795,8,192.168.88.0/24
40325,1483,192.168.88.1,24,private,727,,34491,4,192.168.88.0/24
40372,4114,192.168.88.1,24,private,727,,117927,7,192.168.88.0/24
40400,4119,192.168.88.1,24,private,727,,117976,8,192.168.88.0/24
40402,4120,192.168.88.1,24,private,727,,117987,8,192.168.88.0/24
40442,4124,192.168.88.1,24,private,727,,118190,12,192.168.88.0/24
40469,3915,192.168.88.1,24,private,727,,111375,8,192.168.88.0/24
40520,3470,192.168.88.1,24,private,727,,94481,7,192.168.88.0/24
40581,3592,192.168.88.1,24,private,727,,102278,7,192.168.88.0/24
40773,792,192.168.88.1,24,private,727,,11183,13,192.168.88.0/24
40782,4132,192.168.88.1,24,private,727,,118529,8,192.168.88.0/24
40784,4134,192.168.88.1,24,private,727,,118547,8,192.168.88.0/24
40970,4154,192.168.88.1,24,private,727,,118849,8,192.168.88.0/24
40973,4155,192.168.88.1,24,private,727,,118857,8,192.168.88.0/24
41001,4160,192.168.88.1,24,private,727,,118929,8,192.168.88.0/24
41037,4164,192.168.88.1,24,private,727,,118985,8,192.168.88.0/24
41045,4165,192.168.88.1,24,private,727,,119001,8,192.168.88.0/24
41100,4175,192.168.88.1,24,private,727,,119156,2,192.168.88.0/24
41102,4176,192.168.88.1,24,private,727,,119188,13,192.168.88.0/24
41144,4183,192.168.88.1,24,private,727,,119277,4,192.168.88.0/24
41160,4185,192.168.88.1,24,private,727,,119310,12,192.168.88.0/24
41212,4194,192.168.88.1,24,private,727,,119404,8,192.168.88.0/24
41228,4205,192.168.88.1,24,private,727,,119456,8,192.168.88.0/24
41271,4210,192.168.88.1,24,private,727,,119534,8,192.168.88.0/24
41277,4189,192.168.88.1,24,private,727,,119363,4,192.168.88.0/24
41279,4184,192.168.88.1,24,private,727,,119293,4,192.168.88.0/24
41374,3174,192.168.88.1,24,private,727,,84384,8,192.168.88.0/24
41407,4212,192.168.88.1,24,private,727,,119675,8,192.168.88.0/24
41446,4214,192.168.88.1,24,private,727,,119749,8,192.168.88.0/24
41527,4224,192.168.88.1,24,private,727,,119941,8,192.168.88.0/24
41535,4226,192.168.88.1,24,private,727,,119970,8,192.168.88.0/24
41753,4241,192.168.88.1,24,private,727,,120367,8,192.168.88.0/24
41755,4242,192.168.88.1,24,private,727,,120375,8,192.168.88.0/24
41758,4244,192.168.88.1,24,private,727,,120390,7,192.168.88.0/24
41796,2270,192.168.88.1,24,private,727,,51882,13,192.168.88.0/24
41804,4250,192.168.88.1,24,private,727,,120463,8,192.168.88.0/24
41819,4254,192.168.88.1,24,private,727,,120520,8,192.168.88.0/24
42198,4271,192.168.88.1,24,private,727,,121116,12,192.168.88.0/24
42274,4275,192.168.88.1,24,private,727,,121235,8,192.168.88.0/24
42278,4276,192.168.88.1,24,private,727,,121249,8,192.168.88.0/24
42280,4277,192.168.88.1,24,private,727,,121256,7,192.168.88.0/24
42316,4281,192.168.88.1,24,private,727,,121422,8,192.168.88.0/24
42318,4282,192.168.88.1,24,private,727,,121432,8,192.168.88.0/24
42338,4284,192.168.88.1,24,private,727,,121473,8,192.168.88.0/24
42348,4285,192.168.88.1,24,private,727,,121497,7,192.168.88.0/24
42420,4291,192.168.88.1,24,private,727,,121733,13,192.168.88.0/24
42433,4296,192.168.88.1,24,private,727,,121767,4,192.168.88.0/24
42477,4304,192.168.88.1,24,private,727,,121924,8,192.168.88.0/24
42479,4305,192.168.88.1,24,private,727,,121950,13,192.168.88.0/24
42565,4307,192.168.88.1,24,private,727,,121997,8,192.168.88.0/24
42601,4308,192.168.88.1,24,private,727,,122094,8,192.168.88.0/24
42630,4310,192.168.88.1,24,private,727,,122206,8,192.168.88.0/24
42665,4314,192.168.88.1,24,private,727,,122294,8,192.168.88.0/24
42669,4315,192.168.88.1,24,private,727,,122308,12,192.168.88.0/24
42808,4321,192.168.88.1,24,private,727,,122655,8,192.168.88.0/24
42814,4323,192.168.88.1,24,private,727,,122674,8,192.168.88.0/24
42815,4324,192.168.88.1,24,private,727,,122682,8,192.168.88.0/24
42818,4325,192.168.88.1,24,private,727,,122694,8,192.168.88.0/24
42920,4330,192.168.88.1,24,private,727,,122818,8,192.168.88.0/24
42958,4333,192.168.88.1,24,private,727,,122927,8,192.168.88.0/24
42991,4334,192.168.88.1,24,private,727,,122965,8,192.168.88.0/24
42999,4336,192.168.88.1,24,private,727,,123008,12,192.168.88.0/24
43155,4343,192.168.88.1,24,private,727,,123270,7,192.168.88.0/24
43158,4344,192.168.88.1,24,private,727,,123292,8,192.168.88.0/24
43168,4345,192.168.88.1,24,private,727,,123308,6,192.168.88.0/24
43269,4350,192.168.88.1,24,private,727,,123525,7,192.168.88.0/24
43273,4352,192.168.88.1,24,private,727,,123540,7,192.168.88.0/24
43277,4354,192.168.88.1,24,private,727,,123555,7,192.168.88.0/24
43409,4355,192.168.88.1,24,private,727,,123573,7,192.168.88.0/24
43412,4356,192.168.88.1,24,private,727,,123580,7,192.168.88.0/24
43416,4358,192.168.88.1,24,private,727,,123595,8,192.168.88.0/24
43453,4362,192.168.88.1,24,private,727,,123711,7,192.168.88.0/24
43461,4363,192.168.88.1,24,private,727,,123778,8,192.168.88.0/24
43604,4367,192.168.88.1,24,private,727,,123875,7,192.168.88.0/24
43665,4371,192.168.88.1,24,private,727,,124023,7,192.168.88.0/24
43667,4372,192.168.88.1,24,private,727,,124034,8,192.168.88.0/24
43818,4382,192.168.88.1,24,private,727,,124417,8,192.168.88.0/24
43820,4383,192.168.88.1,24,private,727,,124424,7,192.168.88.0/24
43825,545,192.168.88.1,24,private,727,,25436,3,192.168.88.0/24
43876,290,192.168.88.1,24,private,727,,5352,5,192.168.88.0/24
43897,4388,192.168.88.1,24,private,727,,124606,7,192.168.88.0/24
43917,4390,192.168.88.1,24,private,727,,124633,7,192.168.88.0/24
44036,4398,192.168.88.1,24,private,727,,124949,7,192.168.88.0/24
44038,4399,192.168.88.1,24,private,727,,124962,8,192.168.88.0/24
44041,4400,192.168.88.1,24,private,727,,124971,8,192.168.88.0/24
44048,4401,192.168.88.1,24,private,727,,124999,7,192.168.88.0/24
44066,3622,192.168.88.1,24,private,727,,103741,7,192.168.88.0/24
44126,4403,192.168.88.1,24,private,727,,125177,8,192.168.88.0/24
44140,4405,192.168.88.1,24,private,727,,125202,8,192.168.88.0/24
44201,4416,192.168.88.1,24,private,727,,125370,8,192.168.88.0/24
44217,4417,192.168.88.1,24,private,727,,125423,6,192.168.88.0/24
44218,4418,192.168.88.1,24,private,727,,125431,7,192.168.88.0/24
44283,4422,192.168.88.1,24,private,727,,125664,13,192.168.88.0/24
44411,4427,192.168.88.1,24,private,727,,125863,8,192.168.88.0/24
44463,4430,192.168.88.1,24,private,727,,125963,7,192.168.88.0/24
44465,4431,192.168.88.1,24,private,727,,125980,7,192.168.88.0/24
44483,4435,192.168.88.1,24,private,727,,126034,8,192.168.88.0/24
44485,4436,192.168.88.1,24,private,727,,126041,7,192.168.88.0/24
44515,4437,192.168.88.1,24,private,727,,126123,7,192.168.88.0/24
44530,4440,192.168.88.1,24,private,727,,126185,7,192.168.88.0/24
44586,4444,192.168.88.1,24,private,727,,126367,7,192.168.88.0/24
44590,4445,192.168.88.1,24,private,727,,126378,8,192.168.88.0/24
44637,4448,192.168.88.1,24,private,727,,126580,8,192.168.88.0/24
44832,4453,192.168.88.1,24,private,727,,127336,7,192.168.88.0/24
44869,4455,192.168.88.1,24,private,727,,127396,8,192.168.88.0/24
44871,4456,192.168.88.1,24,private,727,,127413,7,192.168.88.0/24
44888,4459,192.168.88.1,24,private,727,,127471,7,192.168.88.0/24
44894,4460,192.168.88.1,24,private,727,,127488,7,192.168.88.0/24
44918,3928,192.168.88.1,24,private,727,,111770,13,192.168.88.0/24
44938,4464,192.168.88.1,24,private,727,,127713,7,192.168.88.0/24
44953,4466,192.168.88.1,24,private,727,,127743,7,192.168.88.0/24
44972,2764,192.168.88.1,24,private,727,,64762,13,192.168.88.0/24
44990,4477,192.168.88.1,24,private,727,,127833,7,192.168.88.0/24
45004,4480,192.168.88.1,24,private,727,,127880,8,192.168.88.0/24
45023,4482,192.168.88.1,24,private,727,,127913,7,192.168.88.0/24
45067,4484,192.168.88.1,24,private,727,,128017,7,192.168.88.0/24
45229,2989,192.168.88.1,24,private,727,,119034,11,192.168.88.0/24
45262,4494,192.168.88.1,24,private,727,,128276,12,192.168.88.0/24
45264,4495,192.168.88.1,24,private,727,,128287,12,192.168.88.0/24
45304,4497,192.168.88.1,24,private,727,,128375,8,192.168.88.0/24
45348,4501,192.168.88.1,24,private,727,,128483,7,192.168.88.0/24
45565,2021,192.168.88.1,24,private,727,,128488,12,192.168.88.0/24
45567,4502,192.168.88.1,24,private,727,,128498,7,192.168.88.0/24
45593,1530,192.168.88.1,24,private,727,,36348,7,192.168.88.0/24
45598,1201,192.168.88.1,24,private,727,,128503,8,192.168.88.0/24
45688,4508,192.168.88.1,24,private,727,,128683,7,192.168.88.0/24
45692,4510,192.168.88.1,24,private,727,,128707,13,192.168.88.0/24
45892,4516,192.168.88.1,24,private,727,,128972,7,192.168.88.0/24
45895,4518,192.168.88.1,24,private,727,,128990,7,192.168.88.0/24
45908,4522,192.168.88.1,24,private,727,,129024,8,192.168.88.0/24
45972,4534,192.168.88.1,24,private,727,,129265,7,192.168.88.0/24
46342,4556,192.168.88.1,24,private,727,,130055,7,192.168.88.0/24
46391,4563,192.168.88.1,24,private,727,,130133,3,192.168.88.0/24
46414,4564,192.168.88.1,24,private,727,,130207,13,192.168.88.0/24
46416,4565,192.168.88.1,24,private,727,,130214,7,192.168.88.0/24
46419,4566,192.168.88.1,24,private,727,,130221,7,192.168.88.0/24
46546,4578,192.168.88.1,24,private,727,,130515,7,192.168.88.0/24
46548,4579,192.168.88.1,24,private,727,,130522,7,192.168.88.0/24
46550,4580,192.168.88.1,24,private,727,,130530,8,192.168.88.0/24
46636,4583,192.168.88.1,24,private,727,,130621,2,192.168.88.0/24
46643,4585,192.168.88.1,24,private,727,,130648,7,192.168.88.0/24
46950,4594,192.168.88.1,24,private,727,,130975,7,192.168.88.0/24
46953,4595,192.168.88.1,24,private,727,,130986,12,192.168.88.0/24
46957,4597,192.168.88.1,24,private,727,,131006,13,192.168.88.0/24
46971,4601,192.168.88.1,24,private,727,,131041,7,192.168.88.0/24
47020,4608,192.168.88.1,24,private,727,,131151,7,192.168.88.0/24
47072,4614,192.168.88.1,24,private,727,,131237,12,192.168.88.0/24
47135,1361,192.168.88.1,24,private,727,,131328,11,192.168.88.0/24
47210,4543,192.168.88.1,24,private,727,,129649,12,192.168.88.0/24
47372,4629,192.168.88.1,24,private,727,,131697,12,192.168.88.0/24
47373,4630,192.168.88.1,24,private,727,,131704,7,192.168.88.0/24
47381,4633,192.168.88.1,24,private,727,,131723,7,192.168.88.0/24
47507,4641,192.168.88.1,24,private,727,,131947,12,192.168.88.0/24
47579,4644,192.168.88.1,24,private,727,,132074,7,192.168.88.0/24
47773,1508,192.168.88.1,24,private,727,,35919,8,192.168.88.0/24
47832,3626,192.168.88.1,24,private,727,,103850,7,192.168.88.0/24
47849,4654,192.168.88.1,24,private,727,,132545,7,192.168.88.0/24
47875,4524,192.168.88.1,24,private,727,,129052,12,192.168.88.0/24
47918,4663,192.168.88.1,24,private,727,,132739,7,192.168.88.0/24
48063,4666,192.168.88.1,24,private,727,,132851,7,192.168.88.0/24
48065,4667,192.168.88.1,24,private,727,,132858,7,192.168.88.0/24
48146,3281,192.168.88.1,24,private,727,,87035,7,192.168.88.0/24
48259,2502,192.168.88.1,24,private,727,,54659,13,192.168.88.0/24
48283,4674,192.168.88.1,24,private,727,,133065,8,192.168.88.0/24
48286,4268,192.168.88.1,24,private,727,,120981,8,192.168.88.0/24
48313,2246,192.168.88.1,24,private,727,,51592,13,192.168.88.0/24
48395,4676,192.168.88.1,24,private,727,,133232,12,192.168.88.0/24
48443,4683,192.168.88.1,24,private,727,,133411,7,192.168.88.0/24
48725,2041,192.168.88.1,24,private,727,,83710,7,192.168.88.0/24
48758,4693,192.168.88.1,24,private,727,,133631,7,192.168.88.0/24
48778,4696,192.168.88.1,24,private,727,,133707,13,192.168.88.0/24
48867,4699,192.168.88.1,24,private,727,,133879,12,192.168.88.0/24
48873,4701,192.168.88.1,24,private,727,,133893,7,192.168.88.0/24
48877,4703,192.168.88.1,24,private,727,,133907,7,192.168.88.0/24
48904,4707,192.168.88.1,24,private,727,,133978,7,192.168.88.0/24
49022,4714,192.168.88.1,24,private,727,,134210,7,192.168.88.0/24
49034,4719,192.168.88.1,24,private,727,,134245,8,192.168.88.0/24
49084,4723,192.168.88.1,24,private,727,,134347,12,192.168.88.0/24
49265,4065,192.168.88.1,24,private,727,,116375,7,192.168.88.0/24
49289,4737,192.168.88.1,24,private,727,,134827,7,192.168.88.0/24
49292,4738,192.168.88.1,24,private,727,,134837,8,192.168.88.0/24
49296,4740,192.168.88.1,24,private,727,,134850,7,192.168.88.0/24
49298,4741,192.168.88.1,24,private,727,,134857,7,192.168.88.0/24
49383,4753,192.168.88.1,24,private,727,,135148,7,192.168.88.0/24
49386,4754,192.168.88.1,24,private,727,,135161,12,192.168.88.0/24
49426,4757,192.168.88.1,24,private,727,,135338,7,192.168.88.0/24
49427,4758,192.168.88.1,24,private,727,,135345,7,192.168.88.0/24
49436,4760,192.168.88.1,24,private,727,,135361,13,192.168.88.0/24
49451,4761,192.168.88.1,24,private,727,,135402,7,192.168.88.0/24
49715,4784,192.168.88.1,24,private,727,,135851,8,192.168.88.0/24
49790,4787,192.168.88.1,24,private,727,,135903,12,192.168.88.0/24
49793,4788,192.168.88.1,24,private,727,,135910,7,192.168.88.0/24
49795,4789,192.168.88.1,24,private,727,,135917,7,192.168.88.0/24
49800,4791,192.168.88.1,24,private,727,,135931,7,192.168.88.0/24
49802,4792,192.168.88.1,24,private,727,,135938,7,192.168.88.0/24
49956,1894,192.168.88.1,24,private,727,,44975,3,192.168.88.0/24
49987,4813,192.168.88.1,24,private,727,,136327,12,192.168.88.0/24
50006,4828,192.168.88.1,24,private,727,,136401,7,192.168.88.0/24
50031,4843,192.168.88.1,24,private,727,,136493,13,192.168.88.0/24
50039,4845,192.168.88.1,24,private,727,,136520,7,192.168.88.0/24
50051,4847,192.168.88.1,24,private,727,,136547,8,192.168.88.0/24
50053,4848,192.168.88.1,24,private,727,,136561,8,192.168.88.0/24
50119,4851,192.168.88.1,24,private,727,,136732,7,192.168.88.0/24
50243,4862,192.168.88.1,24,private,727,,137024,7,192.168.88.0/24
50245,4863,192.168.88.1,24,private,727,,137031,7,192.168.88.0/24
50351,4872,192.168.88.1,24,private,727,,137269,7,192.168.88.0/24
50510,3256,192.168.88.1,24,private,727,,86436,12,192.168.88.0/24
50645,4880,192.168.88.1,24,private,727,,137631,7,192.168.88.0/24
50658,4882,192.168.88.1,24,private,727,,137685,7,192.168.88.0/24
50767,4883,192.168.88.1,24,private,727,,137873,12,192.168.88.0/24
50876,4886,192.168.88.1,24,private,727,,137941,8,192.168.88.0/24
50879,4887,192.168.88.1,24,private,727,,137948,7,192.168.88.0/24
50882,4888,192.168.88.1,24,private,727,,137955,7,192.168.88.0/24
51170,4895,192.168.88.1,24,private,727,,138279,7,192.168.88.0/24
51198,4898,192.168.88.1,24,private,727,,138345,7,192.168.88.0/24
51200,4899,192.168.88.1,24,private,727,,138352,7,192.168.88.0/24
51206,4902,192.168.88.1,24,private,727,,138373,7,192.168.88.0/24
51207,1837,192.168.88.1,24,private,727,,44180,7,192.168.88.0/24
51320,4908,192.168.88.1,24,private,727,,138700,7,192.168.88.0/24
51459,4915,192.168.88.1,24,private,727,,138928,7,192.168.88.0/24
51467,4919,192.168.88.1,24,private,727,,138956,7,192.168.88.0/24
51469,4920,192.168.88.1,24,private,727,,138963,7,192.168.88.0/24
51495,1937,192.168.88.1,24,private,727,,45932,7,192.168.88.0/24
51523,4921,192.168.88.1,24,private,727,,139065,7,192.168.88.0/24
51591,4725,192.168.88.1,24,private,727,,134402,7,192.168.88.0/24
51758,4951,192.168.88.1,24,private,727,,139445,7,192.168.88.0/24
51855,4953,192.168.88.1,24,private,727,,139596,7,192.168.88.0/24
51894,4955,192.168.88.1,24,private,727,,139671,7,192.168.88.0/24
51906,4961,192.168.88.1,24,private,727,,139722,7,192.168.88.0/24
51921,4963,192.168.88.1,24,private,727,,139759,7,192.168.88.0/24
51924,4964,192.168.88.1,24,private,727,,139780,7,192.168.88.0/24
52177,4975,192.168.88.1,24,private,727,,140263,7,192.168.88.0/24
52183,4978,192.168.88.1,24,private,727,,140289,7,192.168.88.0/24
52261,553,192.168.88.1,24,private,727,,9045,13,192.168.88.0/24
52265,4984,192.168.88.1,24,private,727,,140474,7,192.168.88.0/24
52269,4986,192.168.88.1,24,private,727,,140494,13,192.168.88.0/24
52273,4987,192.168.88.1,24,private,727,,140501,7,192.168.88.0/24
52520,4997,192.168.88.1,24,private,727,,141175,7,192.168.88.0/24
52522,4998,192.168.88.1,24,private,727,,141182,7,192.168.88.0/24
52622,5005,192.168.88.1,24,private,727,,141531,7,192.168.88.0/24
52636,5006,192.168.88.1,24,private,727,,141597,7,192.168.88.0/24
52723,5007,192.168.88.1,24,private,727,,141803,7,192.168.88.0/24
52737,5010,192.168.88.1,24,private,727,,141865,7,192.168.88.0/24
52787,5013,192.168.88.1,24,private,727,,142004,7,192.168.88.0/24
52895,2994,192.168.88.1,24,private,727,,0,22,192.168.88.0/24
52920,5019,192.168.88.1,24,private,727,,142274,7,192.168.88.0/24
52940,2458,192.168.88.1,24,private,727,,142317,2,192.168.88.0/24
52943,4999,192.168.88.1,24,private,727,,141267,2,192.168.88.0/24
52958,5023,192.168.88.1,24,private,727,,142379,7,192.168.88.0/24
53060,3180,192.168.88.1,24,private,727,,84557,7,192.168.88.0/24
53083,5029,192.168.88.1,24,private,727,,142848,7,192.168.88.0/24
53125,5032,192.168.88.1,24,private,727,,142962,7,192.168.88.0/24
53132,5034,192.168.88.1,24,private,727,,143009,7,192.168.88.0/24
53155,5037,192.168.88.1,24,private,727,,143101,7,192.168.88.0/24
53193,5043,192.168.88.1,24,private,727,,143221,7,192.168.88.0/24
53293,5049,192.168.88.1,24,private,727,,143501,12,192.168.88.0/24
53477,4447,192.168.88.1,24,private,727,,126572,7,192.168.88.0/24
53490,5050,192.168.88.1,24,private,727,,143796,7,192.168.88.0/24
53557,5052,192.168.88.1,24,private,727,,144047,7,192.168.88.0/24
53565,5055,192.168.88.1,24,private,727,,144070,7,192.168.88.0/24
53582,5057,192.168.88.1,24,private,727,,144103,12,192.168.88.0/24
53674,5062,192.168.88.1,24,private,727,,144411,13,192.168.88.0/24
53795,5071,192.168.88.1,24,private,727,,144725,7,192.168.88.0/24
53815,4240,192.168.88.1,24,private,727,,120359,8,192.168.88.0/24
53886,5072,192.168.88.1,24,private,727,,144975,12,192.168.88.0/24
53888,5073,192.168.88.1,24,private,727,,144982,7,192.168.88.0/24
54094,5082,192.168.88.1,24,private,727,,145469,7,192.168.88.0/24
54119,5084,192.168.88.1,24,private,727,,145486,7,192.168.88.0/24
54178,1488,192.168.88.1,24,private,727,,34561,13,192.168.88.0/24
54185,5089,192.168.88.1,24,private,727,,145688,7,192.168.88.0/24
54254,4251,192.168.88.1,24,private,727,,120471,7,192.168.88.0/24
54282,5093,192.168.88.1,24,private,727,,145873,7,192.168.88.0/24
54378,3965,192.168.88.1,24,private,727,,113250,7,192.168.88.0/24
54585,5100,192.168.88.1,24,private,727,,146193,7,192.168.88.0/24
54606,3426,192.168.88.1,24,private,727,,92646,15,192.168.88.0/24
54921,5112,192.168.88.1,24,private,727,,147469,12,192.168.88.0/24
54924,5113,192.168.88.1,24,private,727,,147476,7,192.168.88.0/24
54945,5114,192.168.88.1,24,private,727,,147530,7,192.168.88.0/24
54997,5116,192.168.88.1,24,private,727,,147664,7,192.168.88.0/24
55013,4599,192.168.88.1,24,private,727,,131026,7,192.168.88.0/24
55221,5117,192.168.88.1,24,private,727,,148461,7,192.168.88.0/24
55315,5122,192.168.88.1,24,private,727,,148825,7,192.168.88.0/24
55320,5124,192.168.88.1,24,private,727,,148849,7,192.168.88.0/24
55373,1645,192.168.88.1,24,private,727,,149061,12,192.168.88.0/24
55381,4539,192.168.88.1,24,private,727,,149120,12,192.168.88.0/24
55392,2341,192.168.88.1,24,private,727,,149069,7,192.168.88.0/24
55398,5129,192.168.88.1,24,private,727,,149202,13,192.168.88.0/24
55475,5136,192.168.88.1,24,private,727,,149579,7,192.168.88.0/24
55516,5139,192.168.88.1,24,private,727,,149797,7,192.168.88.0/24
55573,3445,192.168.88.1,24,private,727,,93248,3,192.168.88.0/24
55698,5144,192.168.88.1,24,private,727,,150538,8,192.168.88.0/24
55756,5102,192.168.88.1,24,private,727,,146341,7,192.168.88.0/24
55821,2825,192.168.88.1,24,private,727,,66955,7,192.168.88.0/24
55860,5152,192.168.88.1,24,private,727,,151497,7,192.168.88.0/24
55887,3912,192.168.88.1,24,private,727,,111304,8,192.168.88.0/24
56073,4406,192.168.88.1,24,private,727,,125230,8,192.168.88.0/24
56094,4912,192.168.88.1,24,private,727,,138746,7,192.168.88.0/24
56143,5198,192.168.88.1,24,private,727,,153270,8,192.168.88.0/24
56145,5199,192.168.88.1,24,private,727,,153277,7,192.168.88.0/24
56150,5202,192.168.88.1,24,private,727,,153294,3,192.168.88.0/24
56153,5203,192.168.88.1,24,private,727,,153309,7,192.168.88.0/24
56172,5206,192.168.88.1,24,private,727,,153385,13,192.168.88.0/24
56241,1328,192.168.88.1,24,private,727,,143080,13,192.168.88.0/24
56263,3913,192.168.88.1,24,private,727,,111316,11,192.168.88.0/24
56314,5216,192.168.88.1,24,private,727,,154035,7,192.168.88.0/24
56424,5028,192.168.88.1,24,private,727,,142566,7,192.168.88.0/24
56720,5234,192.168.88.1,24,private,727,,155253,7,192.168.88.0/24
56737,2466,192.168.88.1,24,private,727,,54089,7,192.168.88.0/24
56773,5237,192.168.88.1,24,private,727,,155501,12,192.168.88.0/24
56807,5243,192.168.88.1,24,private,727,,155605,7,192.168.88.0/24
56938,5252,192.168.88.1,24,private,727,,156107,7,192.168.88.0/24
56940,5253,192.168.88.1,24,private,727,,156114,7,192.168.88.0/24
57102,5255,192.168.88.1,24,private,727,,156743,8,192.168.88.0/24
57176,2864,192.168.88.1,24,private,727,,68820,7,192.168.88.0/24
